Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
786,Troy Stecher\stechtr01,23,VAN,D,67,1051,1113,48.6,0.9,803,865,48.1,0.2,8.0,91.3,99.2,48.9,51.1,18:48,17:03,21,26,-6.3,211,43.6
787,Alex Steen\steenal01,33,STL,LW,74,1131,975,53.7,2.0,832,681,55.0,2.3,8.4,88.2,96.6,51.0,49.0,18:41,14:30,34,19,4.7,294,56.1
788,Lee Stempniak\stemple01,34,CAR,RW,36,425,347,55.1,0.4,302,278,52.1,-1.0,5.1,90.2,95.3,60.1,39.9,12:25,11:54,17,23,1.7,83,43.4
789,Derek Stepan\stepade01,27,ARI,C,81,1253,1279,49.5,1.9,903,993,47.6,1.1,9.5,90.5,100.0,50.7,49.3,19:14,15:22,41,27,-3.6,342,60.5
790,Chandler Stephenson\stephch02,23,WSH,C,66,536,686,43.9,-4.8,408,494,45.2,-2.7,10.6,94.7,105.3,40.0,60.0,11:53,10:26,24,16,-4.2,59,59.3
791,Chris Stewart\stewach02,30,TOT,RW,54,462,622,42.6,-6.6,354,453,43.9,-6.4,9.2,90.4,99.6,52.3,47.7,10:45,10:17,7,10,0.1,100,68.0
792,Mark Stone\stonema01,25,OTT,RW,58,1004,927,52.0,5.2,732,696,51.3,3.6,11.5,88.8,100.3,53.3,46.7,20:40,16:18,59,57,5.2,239,55.2
793,Michael Stone\stonemi01,27,CGY,D,81,1092,1119,49.4,-5.4,811,803,50.2,-3.8,5.9,91.1,97.0,50.9,49.1,16:39,13:38,15,31,-0.2,247,40.1
794,Anton Stralman\stralan01,31,TBL,D,78,1410,1331,51.4,-0.3,1068,1052,50.4,-1.7,10.6,92.0,102.6,55.1,44.9,21:27,18:17,29,27,4.5,236,53.8
795,Mark Streit\streima01,40,MTL,D,2,29,19,60.4,6.8,25,17,59.5,8.0,0.0,80.0,80.0,76.5,23.5,14:13,12:08,0,0,-0.1,4,75.0
796,Dylan Strome\stromdy01,20,ARI,C,20,232,274,45.8,2.8,169,195,46.4,4.2,8.1,95.5,103.6,60.1,39.9,12:50,11:24,12,2,0.4,59,47.5
797,Ryan Strome\stromry01,24,EDM,RW,81,981,953,50.7,-0.2,726,707,50.7,-1.0,7.1,92.3,99.4,55.7,44.3,15:13,12:21,40,45,-3.0,248,59.3
798,P.K. Subban\subbapk01,28,NSH,D,81,1478,1407,51.2,0.2,1117,1057,51.4,0.4,9.3,92.7,101.9,42.6,57.4,24:09,18:25,43,94,-2.8,416,49.3
799,Oskar Sundqvist\sundqos01,23,STL,C,41,311,337,48.0,-5.2,243,244,49.9,-3.3,4.9,92.7,97.6,32.7,67.3,10:29,9:05,20,6,1.4,73,56.2
800,Andrej Sustr\sustran01,27,TBL,D,43,524,498,51.3,1.6,367,388,48.6,-1.2,7.7,91.1,98.8,41.5,58.5,12:59,12:24,6,15,-0.6,91,47.3
801,Ryan Suter\suterry01,33,MIN,D,78,1519,1570,49.2,4.0,1153,1162,49.8,3.2,8.3,91.5,99.8,47.3,52.7,26:47,20:42,14,37,12.4,323,46.1
802,Brandon Sutter\suttebr03,28,VAN,C,60,643,840,43.4,-6.5,493,618,44.4,-4.9,8.6,94.2,102.8,22.8,77.2,17:19,13:58,29,14,-11.4,152,69.1
803,Evgeny Svechnikov\svechev01,21,DET,RW,14,104,110,48.6,-1.4,80,85,48.5,-2.0,9.4,88.3,97.8,55.1,44.9,8:49,8:49,3,5,-0.4,26,57.7
804,Jordan Szwarz\szwarjo01,26,BOS,RW,12,95,116,45.0,-8.3,77,91,45.8,-7.5,6.7,85.2,91.9,49.3,50.7,11:31,10:29,3,1,1.5,23,82.6
805,Brandon Tanev\tanevbr01,26,WPG,LW,60,548,538,50.5,-0.6,404,380,51.5,0.2,8.2,94.0,102.2,41.4,58.6,12:39,10:35,20,13,5.9,132,59.1
806,Chris Tanev\tanevch01,28,VAN,D,42,550,612,47.3,-1.8,409,470,46.5,-1.8,11.2,91.4,102.6,41.7,58.3,19:47,16:31,15,15,-5.5,51,60.8
807,Vladimir Tarasenko\tarasvl01,26,STL,RW,78,1351,1148,54.1,3.8,1014,813,55.5,4.3,10.0,91.7,101.7,68.8,31.2,19:19,15:44,32,32,6.9,558,53.9
808,Tomas Tatar\tatarto01,27,TOT,LW,81,1083,1056,50.6,2.4,829,797,51.0,2.5,7.8,89.9,97.7,52.2,47.8,16:18,14:03,43,43,-4.8,312,55.1
809,John Tavares\tavarjo01,27,NYI,C,81,1260,1295,49.3,2.5,928,1011,47.9,1.5,10.7,89.6,100.3,52.5,47.5,19:56,15:05,49,78,-8.8,442,57.2
810,Matt Tennyson\tennyma01,27,BUF,D,15,202,232,46.5,-2.7,145,183,44.2,-6.1,8.3,87.0,95.3,48.4,51.6,17:58,15:32,1,6,-4.1,47,53.2
811,Teuvo Teravainen\teravte01,23,CAR,LW,81,1195,903,57.0,3.2,877,716,55.1,2.3,9.7,90.1,99.8,60.6,39.4,16:52,14:11,46,32,8.4,347,52.4
812,Troy Terry\terrytr01,20,ANA,RW,1,6,9,40.0,-5.9,4,7,36.4,-1.8,0.0,100.0,100.0,57.1,42.9,12:30,12:12,0,0,0.1,2,100.0
813,Shea Theodore\theodsh01,22,VEG,D,60,1087,979,52.6,0.6,813,741,52.3,0.1,8.6,91.4,100.1,55.0,45.0,20:21,17:15,24,42,5.3,257,54.5
814,Nate Thompson\thompna01,33,TOT,C,68,545,731,42.7,-6.7,410,506,44.8,-5.2,7.8,93.0,100.7,38.8,61.2,12:50,10:37,20,15,-10.4,106,50.0
815,Tage Thompson\thompta01,20,STL,C,40,418,429,49.4,-0.8,298,318,48.4,-3.6,4.6,90.9,95.5,49.5,50.5,11:52,10:44,19,11,-5.6,112,49.1
816,Chris Thorburn\thorbch01,34,STL,RW,48,286,328,46.6,-5.9,208,237,46.7,-6.8,7.2,91.2,98.5,34.2,65.8,7:01,6:59,5,6,-1.9,54,63.0
817,Joe Thornton\thornjo01,38,SJS,C,47,776,650,54.4,3.4,545,453,54.6,3.3,7.8,88.0,95.7,57.1,42.9,18:21,14:35,33,55,0.4,132,56.8
818,Chris Tierney\tiernch01,23,SJS,C,81,1060,1096,49.2,-2.4,806,797,50.3,-2.1,7.7,91.3,99.1,50.7,49.3,16:02,13:23,50,55,-2.4,185,62.7
819,Owen Tippett\tippeow01,18,FLA,RW,7,57,73,43.8,-3.3,44,60,42.3,-4.7,3.1,85.7,88.8,47.1,52.9,11:07,9:20,2,2,-2.4,31,54.8
820,Matthew Tkachuk\tkachma01,20,CGY,LW,68,1154,845,57.7,6.4,859,651,56.9,6.2,7.4,90.4,97.7,45.7,54.3,17:15,14:16,32,34,7.9,309,60.8
821,Jonathan Toews\toewsjo01,29,CHI,C,74,1395,1063,56.8,5.3,950,826,53.5,3.2,7.6,91.1,98.7,57.3,42.7,19:41,14:51,53,42,7.8,341,61.9
822,Tyler Toffoli\toffoty01,25,LAK,C,81,1185,1120,51.4,2.2,888,863,50.7,1.4,8.6,92.2,100.8,58.0,42.0,16:06,13:42,26,36,0.6,435,57.0
823,Eeli Tolvanen\tolvaee01,18,NSH,RW,3,22,36,37.9,-18.7,15,30,33.3,-24.9,0.0,100.0,100.0,45.0,55.0,12:07,11:21,0,1,-0.4,6,50.0
824,Dominic Toninato\tonindo01,23,COL,C,37,242,257,48.5,1.0,172,183,48.5,1.5,5.8,95.0,100.8,51.0,49.0,7:54,7:39,3,4,1.6,51,49.0
825,Vincent Trocheck\trochvi01,24,FLA,C,80,1347,1355,49.9,0.3,1058,1044,50.3,0.0,8.3,90.6,98.9,43.2,56.8,21:17,15:53,62,80,-4.0,485,57.9
826,Zach Trotman\trotmza01,27,PIT,D,3,34,29,54.0,-0.8,23,21,52.3,-1.4,0.0,82.4,82.4,58.3,41.7,12:47,11:41,0,0,-0.1,10,60.0
827,Jacob Trouba\troubja01,23,WPG,D,55,997,980,50.4,0.3,750,701,51.7,1.1,9.5,91.4,100.9,48.0,52.0,21:54,17:54,28,54,7.6,277,52.0
828,Alex Tuch\tuchal01,21,VEG,RW,77,1015,942,51.9,0.7,751,695,51.9,0.8,7.6,92.1,99.7,54.9,45.1,15:13,12:40,55,29,6.5,298,57.0
829,Dominic Turgeon\turgedo01,21,DET,C,5,20,36,35.7,-14.0,13,27,32.5,-18.7,0.0,88.9,88.9,56.3,43.8,9:14,7:17,3,2,-1.4,5,60.0
830,Kyle Turris\turriky01,28,TOT,C,75,1211,1028,54.1,5.4,908,753,54.7,5.3,8.4,94.0,102.4,64.3,35.7,16:35,14:11,37,32,11.9,269,53.5
831,Scottie Upshall\upshasc01,34,STL,RW,63,525,590,47.1,-5.1,397,414,49.0,-4.2,7.1,92.2,99.3,30.8,69.2,10:51,9:27,18,9,-0.8,120,59.2
832,Rinat Valiev\valieri01,22,MTL,D,2,22,19,53.7,-5.2,17,15,53.1,-3.7,9.1,90.0,99.1,52.9,47.1,11:49,10:49,1,1,0.0,6,33.3
833,Curtis Valk\valkcu01,24,FLA,LW,1,4,4,50.0,3.2,3,4,42.9,-5.6,0.0,100.0,100.0,100.0,0.0,3:25,3:25,0,0,-0.2,0,
834,James van Riemsdyk\vanrija01,28,TOR,LW,80,1120,899,55.5,7.2,803,692,53.7,6.5,8.8,91.4,100.2,62.6,37.4,14:52,12:31,30,38,9.4,423,57.9
835,Trevor van Riemsdyk\vanritr01,26,CAR,D,78,1286,1042,55.2,0.7,972,795,55.0,2.1,8.3,91.7,100.1,60.6,39.4,16:60,15:31,45,18,6.1,193,56.5
836,Thomas Vanek\vanekth01,34,TOT,LW,79,845,944,47.2,-1.8,643,708,47.6,-1.2,10.2,91.2,101.5,62.2,37.8,14:04,11:59,28,35,-2.5,261,62.8
837,Sami Vatanen\vatansa01,26,TOT,D,72,1173,1301,47.4,-1.2,897,989,47.6,-1.6,9.2,90.6,99.7,47.2,52.8,22:22,17:59,18,52,-7.8,295,49.2
838,Frank Vatrano\vatrafr01,23,TOT,C,39,404,329,55.1,3.9,309,249,55.4,4.0,6.7,92.8,99.5,58.9,41.1,10:42,10:02,10,11,4.5,120,59.2
839,Antoine Vermette\vermean01,35,ANA,C,63,653,784,45.4,-2.8,486,593,45.0,-3.7,7.4,92.1,99.5,42.3,57.7,13:49,11:45,14,17,-6.1,140,65.0
840,Kris Versteeg\verstkr01,31,CGY,RW,24,220,248,47.0,-5.8,161,181,47.1,-5.2,3.6,93.9,97.6,47.4,52.6,13:11,10:04,14,20,-3.4,88,55.7
841,Jimmy Vesey\veseyji02,24,NYR,LW,78,860,1047,45.1,-1.5,633,803,44.1,-3.1,8.8,90.8,99.6,51.3,48.7,14:19,12:39,46,46,-10.1,235,57.4
842,Jake Virtanen\virtaja01,21,VAN,RW,74,791,806,49.5,2.4,598,619,49.1,2.0,7.7,91.2,98.9,45.2,54.8,11:57,11:39,48,32,-6.4,239,53.1
843,Marc-Edouard Vlasic\vlasima01,30,SJS,D,80,1403,1496,48.4,-3.8,1034,1029,50.1,-2.4,9.5,91.3,100.8,41.9,58.1,22:34,18:29,20,55,0.8,334,47.3
844,Jakub Voracek\voracja01,28,PHI,RW,81,1260,1241,50.4,1.6,952,942,50.3,0.9,9.9,92.2,102.2,50.4,49.6,19:28,15:53,32,64,4.7,410,55.4
845,Jakub Vrana\vranaja01,21,WSH,LW,72,835,820,50.5,3.2,615,600,50.6,4.2,8.1,91.8,99.9,61.5,38.5,12:31,11:50,28,37,5.5,205,64.4
846,Radim Vrbata\vrbatra01,36,FLA,RW,41,423,526,44.6,-5.3,329,405,44.8,-6.0,7.5,91.9,99.4,42.2,57.8,12:57,11:30,21,18,-6.0,140,60.7
847,Chris Wagner\wagnech01,26,TOT,RW/C,78,683,866,44.1,-4.9,504,643,43.9,-5.0,4.6,93.5,98.1,40.5,59.5,13:17,10:36,16,20,-13.2,170,53.5
848,Nathan Walker\walkena01,23,TOT,LW,9,58,72,44.6,-1.6,41,55,42.7,-2.5,13.0,91.7,104.7,43.2,56.8,9:27,8:47,0,1,-1.6,11,54.5
849,Lucas Wallmark\wallmlu01,22,CAR,C,11,99,87,53.2,-1.9,77,69,52.7,-1.1,3.2,87.8,90.9,64.6,35.4,9:30,9:07,4,4,0.7,26,61.5
850,Joel Ward\wardjo02,37,SJS,RW,51,467,496,48.5,-2.8,332,348,48.8,-3.0,7.1,91.7,98.7,51.6,48.4,11:51,10:28,21,13,-2.8,78,48.7
851,David Warsofsky\warsoda01,27,COL,D,16,191,204,48.4,2.8,144,142,50.3,4.9,9.2,94.8,104.0,46.9,53.1,13:24,12:31,4,7,0.5,40,45.0
852,Austin Watson\watsoau01,26,NSH,LW,75,625,722,46.4,-6.1,459,504,47.7,-4.5,7.2,92.2,99.4,29.6,70.4,12:20,10:03,29,27,-7.8,168,56.0
853,Jordan Weal\wealjo01,25,PHI,C,69,717,723,49.8,0.4,532,528,50.2,0.2,7.4,90.4,97.8,50.2,49.8,12:57,11:25,19,15,1.3,180,56.7
854,Shea Weber\webersh01,32,MTL,D,26,558,476,54.0,1.4,411,346,54.3,3.3,5.4,89.1,94.6,52.7,47.3,25:21,18:22,7,31,3.6,163,46.0
855,Yannick Weber\weberya01,29,NSH,D,47,462,531,46.5,-6.2,345,398,46.4,-6.5,6.3,95.4,101.7,56.2,43.8,12:03,11:56,4,13,-1.8,82,48.8
856,MacKenzie Weegar\weegama01,24,FLA,D,58,777,715,52.1,3.8,588,512,53.5,4.4,4.8,94.9,99.8,57.5,42.5,14:35,13:53,24,51,2.4,129,44.2
857,Dale Weise\weiseda01,29,PHI,RW,46,387,485,44.4,-4.4,274,359,43.3,-6.2,4.5,93.8,98.3,55.3,44.7,10:34,10:09,13,8,-5.6,69,63.8
858,Andy Welinski\welinan01,24,ANA,D,5,56,82,40.6,-16.0,40,63,38.8,-16.9,7.4,97.9,105.3,47.9,52.1,16:21,14:04,1,3,-1.5,7,28.6
859,Alexander Wennberg\wennbal01,23,CBJ,C,66,1001,862,53.7,2.6,780,640,54.9,3.2,10.6,91.6,102.2,61.1,38.9,18:08,14:27,36,15,10.3,127,58.3
860,Zach Werenski\werenza01,20,CBJ,D,77,1617,1353,54.4,4.4,1251,1009,55.4,4.2,7.9,91.8,99.7,60.8,39.2,22:35,19:19,32,42,11.6,383,54.0
861,Blake Wheeler\wheelbl01,31,WPG,RW,80,1253,1250,50.1,-1.6,969,918,51.4,-0.2,9.3,92.1,101.4,55.0,45.0,20:17,15:50,33,55,10.0,407,60.0
862,Colin White\whiteco02,21,OTT,C,19,198,265,42.8,-3.1,143,193,42.6,-2.8,9.4,93.1,102.5,50.0,50.0,13:31,12:49,7,12,-3.9,37,59.5
863,Zach Whitecloud\whiteza01,21,VEG,D,1,15,14,51.7,3.4,14,12,53.8,7.8,27.3,100.0,127.3,100.0,0.0,16:42,16:42,0,0,0.3,1,0.0
864,Chris Wideman\widemch01,28,OTT,D,16,151,134,53.0,7.0,123,104,54.2,5.6,10.8,95.6,106.3,58.8,41.2,11:33,9:23,0,9,2.4,45,53.3
865,Justin Williams\williju01,36,CAR,RW,81,1277,1026,55.4,1.2,922,785,54.0,0.9,8.0,90.2,98.2,55.6,44.4,16:35,14:25,45,84,1.0,353,55.2
866,Colin Wilson\wilsoco01,28,COL,C,55,545,605,47.4,0.1,420,449,48.3,1.9,6.3,92.9,99.2,50.6,49.4,13:14,11:06,11,13,0.2,109,68.8
867,Scott Wilson\wilsosc01,25,TOT,C/LW,67,641,750,46.1,-1.7,500,573,46.6,-1.5,6.8,89.9,96.7,46.2,53.8,12:06,10:51,13,14,-8.7,154,61.7
868,Tom Wilson\wilsoto01,23,WSH,RW,77,1085,1078,50.2,2.8,783,836,48.4,1.1,10.9,91.3,102.2,59.3,40.7,15:60,14:11,37,43,-4.5,232,52.6
869,Tommy Wingels\wingeto01,29,TOT,RW,73,685,697,49.6,-4.9,506,500,50.3,-2.3,6.0,90.6,96.6,44.5,55.5,11:28,9:54,20,18,1.6,145,57.2
870,Daniel Winnik\winnida01,32,MIN,LW,80,746,920,44.8,-3.0,559,665,45.7,-3.1,9.7,92.2,101.9,47.0,53.0,13:33,11:42,23,9,-1.8,150,54.7
871,Luke Witkowski\witkolu01,27,DET,RW,31,153,214,41.7,-8.1,117,154,43.2,-6.0,7.1,93.5,100.6,53.6,46.4,6:53,6:49,2,7,-3.1,28,57.1
872,Christian Wolanin\wolanch01,22,OTT,D,8,102,89,53.4,5.2,81,65,55.5,7.8,6.9,89.6,96.5,68.0,32.0,14:29,13:11,3,4,0.3,13,69.2
873,Miles Wood\woodmi01,22,NJD,LW,75,838,848,49.7,1.3,651,638,50.5,1.7,7.6,91.4,99.0,44.4,55.6,12:27,11:24,24,36,2.1,253,65.2
874,Nail Yakupov\yakupna01,24,COL,RW,58,448,486,48.0,0.0,325,369,46.8,-0.7,10.5,92.5,103.1,54.2,45.8,10:50,8:54,17,16,-0.5,163,57.7
875,Kailer Yamamoto\yamamka01,19,EDM,RW,9,159,108,59.6,5.3,105,69,60.3,5.8,3.8,92.9,96.7,61.3,38.7,15:10,13:11,5,8,2.4,41,56.1
876,Keith Yandle\yandlke01,31,FLA,D,80,1517,1578,49.0,-1.0,1198,1238,49.2,-1.9,9.2,91.6,100.8,42.0,58.0,24:29,18:50,38,127,-4.7,352,50.3
877,Pavel Zacha\zachapa01,20,NJD,C,68,761,794,48.9,0.5,607,588,50.8,1.9,6.8,92.4,99.3,50.0,50.0,14:19,11:54,36,34,3.6,188,58.5
878,Nikita Zadorov\zadorni01,22,COL,D,76,1225,1375,47.1,-1.0,894,1033,46.4,-1.3,9.8,92.0,101.8,43.3,56.7,19:26,17:11,13,35,-4.1,234,39.7
879,Nikita Zaitsev\zaitsni01,26,TOR,D,59,1050,1161,47.5,-4.1,758,902,45.7,-4.8,11.1,92.1,103.2,46.1,53.9,22:15,18:55,21,74,-0.1,163,33.1
880,Travis Zajac\zajactr01,32,NJD,C,63,738,849,46.5,-4.0,567,633,47.3,-4.1,6.7,91.5,98.2,38.1,61.9,17:53,13:36,42,15,-2.3,151,59.6
881,Henrik Zetterberg\zettehe01,37,DET,LW,81,1256,1227,50.6,2.7,960,935,50.7,2.0,7.5,92.3,99.8,54.8,45.2,19:32,16:52,51,57,7.4,327,54.1
882,Mika Zibanejad\zibanmi01,24,NYR,C,71,1034,951,52.1,7.9,796,699,53.2,9.1,7.0,88.4,95.4,53.5,46.5,17:57,13:47,49,62,7.3,362,58.0
883,Mats Zuccarello\zuccama01,30,NYR,RW,79,1076,1235,46.6,0.5,834,900,48.1,2.3,8.8,91.1,99.9,51.3,48.7,18:56,15:03,67,57,-5.2,289,61.2
884,Jason Zucker\zuckeja01,26,MIN,LW,81,1118,1118,50.0,4.2,859,816,51.3,4.6,9.3,91.0,100.3,44.3,55.7,16:59,14:10,54,35,16.4,331,65.6
885,Valentin Zykov\zykovva01,22,CAR,LW,9,124,83,59.9,6.2,92,65,58.6,6.9,12.7,94.2,106.9,68.5,31.5,14:15,13:11,5,4,1.5,26,61.5
