Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
147,Cal Clutterbuck\cluttca01,30,NYI,RW,75,599,860,41.1,-7.8,438,622,41.3,-6.5,9.1,91.6,100.6,27.6,72.4,12:47,10:28,14,30,-11.2,167,59.9
148,Braydon Coburn\coburbr01,32,TBL,D,70,865,924,48.4,-3.6,645,695,48.1,-3.7,8.6,92.5,101.2,41.2,58.8,16:10,13:58,11,22,-2.2,156,45.5
149,Andrew Cogliano\coglian01,30,ANA,LW,78,1010,1061,48.8,0.7,754,798,48.6,0.6,7.6,94.6,102.2,45.6,54.4,15:13,13:19,24,40,-4.8,294,58.2
150,Ian Cole\coleia01,28,TOT,D,66,965,921,51.2,-0.6,730,666,52.3,-0.2,10.1,91.5,101.6,44.7,55.3,17:44,15:19,20,26,5.5,181,45.3
151,Blake Coleman\colembl01,26,NJD,C,78,811,865,48.4,0.4,630,638,49.7,1.4,8.4,91.9,100.4,33.6,66.4,14:22,12:02,67,21,6.2,244,59.4
152,Blake Comeau\comeabl01,31,COL,LW,78,931,1066,46.6,-1.3,665,771,46.3,-1.0,8.5,92.7,101.2,32.2,67.8,15:54,13:14,47,28,-8.7,215,55.3
153,J.T. Compher\comphj.01,22,COL,LW,68,786,857,47.8,0.2,550,634,46.5,-0.6,5.3,90.1,95.3,48.9,51.1,16:07,12:29,16,13,-8.7,231,56.7
154,Cory Conacher\conacco01,28,TBL,LW,35,308,287,51.8,-2.0,227,221,50.7,-2.4,7.2,93.6,100.8,49.7,50.3,9:55,9:31,5,5,1.6,75,57.3
155,Kevin Connauton\connake01,27,ARI,D,73,1021,1168,46.6,-1.2,708,900,44.0,-3.0,9.4,93.1,102.5,47.5,52.5,15:11,14:22,13,32,-7.5,226,45.1
156,Brett Connolly\connobr01,25,WSH,RW,69,628,715,46.8,-1.8,425,557,43.3,-5.2,10.9,90.3,101.2,55.0,45.0,11:56,10:30,16,18,-8.8,145,46.2
157,Kyle Connor\connoky01,21,WPG,LW,75,1030,1054,49.4,-2.6,792,780,50.4,-1.7,9.7,92.3,102.0,54.7,45.3,16:55,14:15,39,34,3.4,285,66.3
158,Andrew Copp\coppan01,23,WPG,C,81,875,793,52.5,1.8,642,575,52.8,1.7,8.8,92.7,101.5,44.6,55.4,13:42,11:39,28,30,5.7,177,52.0
159,Frank Corrado\corrafr01,24,PIT,D,5,48,50,49.0,-2.7,39,31,55.7,3.4,0.0,94.4,94.4,57.8,42.2,11:30,11:30,2,1,1.2,11,54.5
160,Nick Cousins\cousini01,24,ARI,C,70,819,843,49.3,0.8,595,627,48.7,1.8,7.4,91.0,98.4,40.1,59.9,12:51,12:24,18,24,2.0,176,65.9
161,Logan Couture\coutulo01,28,SJS,C,77,1149,1114,50.8,-0.2,829,744,52.7,1.0,9.7,89.9,99.6,49.1,50.9,18:34,14:01,55,52,2.7,371,54.2
162,Sean Couturier\coutuse01,25,PHI,C,81,1348,1194,53.0,5.5,1010,904,52.8,4.6,12.8,90.8,103.6,43.4,56.6,21:39,16:22,48,37,10.6,375,60.3
163,Charlie Coyle\coylech01,25,MIN,C,65,787,963,45.0,-3.0,609,688,47.0,-1.5,9.5,92.5,101.9,47.4,52.6,16:33,14:08,29,25,5.3,197,58.9
164,Adam Cracknell\crackad01,32,TOT,RW,5,27,31,46.6,-7.4,18,24,42.9,-10.8,0.0,94.7,94.7,38.9,61.1,7:43,6:46,3,2,-0.8,8,75.0
165,Andrew Crescenzi\crescan01,25,LAK,C,2,5,17,22.7,-34.4,4,13,23.5,-35.2,0.0,100.0,100.0,50.0,50.0,7:52,6:37,1,0,-0.8,1,0.0
166,Kyle Criscuolo\criscky01,25,BUF,C,9,55,62,47.0,-3.0,44,43,50.6,2.8,0.0,88.2,88.2,38.1,61.9,8:01,7:38,3,2,0.8,8,62.5
167,Sidney Crosby\crosbsi01,30,PIT,C,81,1571,1228,56.1,5.9,1216,884,57.9,7.5,8.0,89.6,97.6,58.8,41.2,20:42,16:48,42,76,17.9,408,59.8
168,Lawson Crouse\crousla01,20,ARI,LW,11,107,115,48.2,-0.6,75,83,47.5,0.5,3.6,85.5,89.1,42.9,57.1,10:56,10:14,2,3,-0.5,24,54.2
169,Matt Cullen\cullema01,41,MIN,C,78,609,902,40.3,-8.3,456,657,41.0,-8.7,9.8,92.8,102.5,47.6,52.4,11:52,10:53,14,17,-6.8,163,62.6
170,Austin Czarnik\czarnau01,25,BOS,C,10,97,71,57.7,2.8,82,54,60.3,9.0,5.7,88.9,94.5,62.7,37.3,10:55,9:53,2,2,1.2,12,58.3
171,Evgeni Dadonov\dadonev01,28,FLA,RW,72,1190,1017,53.9,6.2,935,765,55.0,6.8,9.9,89.9,99.8,45.7,54.3,18:46,15:19,43,45,13.6,354,51.7
172,Klas Dahlbeck\dahlbkl01,26,CAR,D,32,446,462,49.1,-8.4,329,361,47.7,-8.8,6.9,91.8,98.7,57.2,42.8,16:15,15:08,7,12,-3.0,89,44.9
173,Carl Dahlstrom\dahlsca01,23,CHI,D,11,174,155,52.9,-5.9,118,119,49.8,-6.9,10.8,87.8,98.6,46.6,53.4,17:31,16:02,2,7,-0.7,30,40.0
174,Michael Dal Colle\dalcomi01,21,NYI,LW,4,36,50,41.9,-1.6,26,41,38.8,-2.6,5.0,96.7,101.7,42.3,57.7,13:21,12:11,1,0,0.1,2,50.0
175,Trevor Daley\daleytr01,34,DET,D,76,1163,1352,46.2,-3.8,912,1021,47.2,-3.4,9.6,90.7,100.3,42.1,57.9,20:40,17:15,11,50,-12.1,196,52.6
176,Zac Dalpe\dalpeza01,28,CBJ,C,12,76,67,53.1,-1.6,62,49,55.9,1.6,2.2,90.0,92.2,60.7,39.3,7:27,7:12,3,2,1.4,25,72.0
177,Phillip Danault\danauph01,24,MTL,LW,52,754,678,52.7,3.4,532,481,52.5,3.6,7.4,90.6,98.0,49.7,50.3,16:35,13:38,38,20,5.5,151,62.3
178,Marko Dano\danoma01,23,WPG,C,23,147,145,50.3,1.3,116,106,52.3,2.6,6.2,91.1,97.3,43.2,56.8,7:11,6:58,3,4,-0.4,38,57.9
179,Laurent Dauphin\dauphla01,22,ARI,C,2,15,16,48.4,-7.2,11,11,50.0,-5.8,0.0,87.5,87.5,100.0,0.0,7:14,7:14,0,0,-0.1,1,100.0
180,Brandon Davidson\davidbr01,26,TOT,D,50,717,698,50.7,0.4,526,488,51.9,0.9,6.9,89.9,96.8,48.4,51.6,16:46,14:42,13,44,0.3,120,50.8
181,Calvin de Haan\dehaaca01,26,NYI,D,33,487,505,49.1,-1.3,360,375,49.0,-0.9,13.0,91.7,104.7,45.2,54.8,18:45,16:18,14,24,-0.4,91,48.4
182,Jacob de La Rose\delarja01,22,MTL,LW,54,517,573,47.4,-2.8,368,414,47.1,-3.1,6.3,93.3,99.6,49.3,50.7,11:50,10:49,20,19,-2.4,106,49.1
183,Jean-Sebastien Dea\deaje01,23,PIT,C,5,13,30,30.2,-23.1,7,22,24.1,-29.6,25.0,100.0,125.0,50.0,50.0,5:29,5:29,0,1,-0.2,1,100.0
184,Anthony DeAngelo\deangan01,22,NYR,D,32,478,474,50.2,6.0,373,367,50.4,5.0,5.3,88.4,93.8,66.5,33.5,16:35,14:31,6,29,0.5,107,63.6
185,Alex DeBrincat\debrial01,20,CHI,RW,80,1114,933,54.4,2.1,767,700,52.3,1.4,10.4,91.2,101.5,59.2,40.8,14:49,12:38,32,25,-1.9,353,50.4
186,Jake Debrusk\debruja01,21,BOS,LW,68,880,749,54.0,1.4,664,573,53.7,1.2,10.5,92.2,102.7,69.8,30.2,14:18,12:24,31,21,8.2,238,58.4
187,Danny DeKeyser\dekeyda01,27,DET,D,64,1011,1057,48.9,0.5,751,786,48.9,-0.3,8.2,92.1,100.3,44.9,55.1,20:17,17:54,6,31,-2.4,144,43.1
188,Michael Del Zotto\delzomi01,27,VAN,D,81,1241,1469,45.8,-3.3,951,1121,45.9,-2.9,8.7,91.4,100.1,48.3,51.7,20:47,17:42,22,65,-12.1,237,52.7
189,Dylan DeMelo\demeldy01,24,SJS,D,62,811,806,50.2,0.2,616,563,52.2,1.9,8.6,91.2,99.8,49.8,50.2,14:12,13:23,13,16,5.5,136,47.8
190,Jason Demers\demerja01,29,ARI,D,69,1224,1152,51.5,4.1,885,895,49.7,3.5,8.6,90.3,98.9,45.7,54.3,21:08,17:59,20,36,3.2,225,42.2
191,Travis Dermott\dermotr01,21,TOR,D,36,591,488,54.8,6.1,439,371,54.2,6.9,9.1,95.4,104.5,51.1,48.9,16:02,15:24,9,34,6.8,100,52.0
192,David Desharnais\deshada01,31,NYR,C,71,659,840,44.0,-2.9,486,651,42.7,-4.8,7.9,89.7,97.5,55.4,44.6,13:03,11:37,26,26,-6.9,98,56.1
193,Nicolas Deslauriers\deslani01,26,MTL,LW,57,513,589,46.6,-3.5,368,415,47.0,-2.3,7.5,95.4,102.9,46.4,53.6,11:35,10:32,14,3,1.0,125,60.8
194,Phillip Di Giuseppe\digiuph01,24,CAR,LW,48,529,443,54.4,-1.1,386,336,53.5,-1.0,7.0,91.1,98.0,52.5,47.5,10:26,10:19,16,12,-0.6,119,52.9
195,Jason Dickinson\dickija01,22,DAL,C,27,168,171,49.6,-1.1,117,129,47.6,-3.4,4.5,93.6,98.1,54.2,45.8,8:32,8:27,5,5,-1.4,34,47.1
196,Christopher Didomenico\didomch01,28,OTT,LW,24,224,248,47.5,0.9,165,182,47.6,0.2,9.6,89.8,99.4,50.7,49.3,11:47,10:16,10,8,-0.9,42,54.8
197,Brenden Dillon\dillobr01,27,SJS,D,80,1280,1212,51.4,0.7,949,872,52.1,0.5,8.6,89.8,98.5,54.6,45.4,17:20,15:44,10,29,1.5,201,43.3
198,Christian Djoos\djoosch01,23,WSH,D,63,872,797,52.2,5.3,666,612,52.1,6.4,10.2,92.2,102.4,59.8,40.2,14:02,13:44,13,33,3.8,112,53.6
199,Max Domi\domima01,22,ARI,LW,81,1134,1206,48.5,0.4,814,933,46.6,-0.4,10.5,90.6,101.2,56.1,43.9,16:41,13:56,40,60,-8.0,306,48.0
200,Ryan Donato\donatry01,21,BOS,C,10,120,112,51.7,0.7,93,88,51.4,-0.8,9.9,91.3,101.2,64.8,35.2,15:17,12:51,2,1,-0.2,39,59.0
201,Joonas Donskoi\donskjo01,25,SJS,RW,65,945,765,55.3,5.9,704,537,56.7,6.0,7.6,91.8,99.5,56.1,43.9,14:57,13:12,46,33,12.7,199,64.8
202,Derek Dorsett\dorsede01,31,VAN,RW,20,173,230,42.9,-8.0,135,174,43.7,-5.6,8.2,91.1,99.2,29.4,70.6,15:17,12:30,4,2,-3.8,39,66.7
203,Jake Dotchin\dotchja01,23,TBL,D,48,761,698,52.2,1.4,571,522,52.2,1.0,10.3,93.5,103.8,48.3,51.7,16:29,15:48,4,33,3.1,115,41.7
204,Drew Doughty\doughdr01,28,LAK,D,81,1708,1513,53.0,5.4,1289,1178,52.2,4.4,10.2,91.5,101.7,51.0,49.0,26:52,20:54,17,79,5.6,395,51.4
205,Nic Dowd\dowdni01,27,TOT,C,56,445,506,46.8,-1.7,333,374,47.1,-1.2,4.2,92.1,96.4,28.9,71.1,10:32,9:23,16,15,-1.7,89,57.3
206,Leon Draisaitl\draisle01,22,EDM,C,77,1309,1138,53.5,4.3,1010,841,54.6,5.2,9.7,87.0,96.7,55.4,44.6,19:19,15:21,76,84,10.5,321,59.8
207,Jonathan Drouin\drouijo01,22,MTL,LW,76,1113,1093,50.5,0.0,812,829,49.5,-1.1,6.1,90.3,96.4,57.7,42.3,17:36,14:06,55,58,-4.6,294,54.4
208,Brandon Dubinsky\dubinbr01,31,CBJ,C,61,753,834,47.4,-7.0,572,592,49.1,-5.6,6.6,92.5,99.2,36.7,63.3,15:23,13:29,24,12,-3.7,145,59.3
209,Pierre-Luc Dubois\duboipi01,19,CBJ,LW,81,1331,1038,56.2,6.7,1023,768,57.1,6.6,8.0,92.5,100.5,65.7,34.3,16:38,14:31,38,29,7.8,271,60.1
210,Matt Duchene\duchema01,27,TOT,C,80,1204,1275,48.6,1.7,873,966,47.5,0.4,9.3,89.4,98.7,51.1,48.9,18:21,15:23,47,39,-5.3,323,57.9
211,Anthony Duclair\duclaan01,22,TOT,LW,56,696,653,51.6,2.7,483,503,49.0,0.7,7.4,91.3,98.7,54.3,45.7,13:17,11:31,21,8,-0.7,174,55.2
212,Mathew Dumba\dumbama01,23,MIN,D,81,1398,1585,46.9,-0.3,1064,1185,47.3,-1.2,10.9,91.4,102.3,45.7,54.3,23:52,19:40,22,51,2.3,365,47.7
213,Gabriel Dumont\dumonga01,27,TOT,C,30,199,241,45.2,-1.6,145,176,45.2,-1.0,5.3,95.9,101.2,52.6,47.4,9:03,8:07,5,3,-1.4,61,62.3
214,Brian Dumoulin\dumoubr01,26,PIT,D,79,1452,1289,53.0,1.0,1107,953,53.7,1.0,7.7,90.1,97.8,54.1,45.9,20:38,17:49,34,43,7.0,212,47.6
215,Vince Dunn\dunnvi02,21,STL,D,73,1167,976,54.5,4.0,841,716,54.0,2.0,7.9,91.7,99.7,60.3,39.7,17:08,15:04,28,38,5.7,276,48.6
216,Christian Dvorak\dvorach01,21,ARI,C,78,1024,1057,49.2,0.9,728,825,46.9,-0.5,8.8,89.9,98.6,47.6,52.4,16:25,13:16,20,25,-6.7,242,62.4
217,Ryan Dzingel\dzingry01,25,OTT,LW,77,1089,1149,48.7,1.7,792,856,48.1,0.4,8.7,89.7,98.5,51.3,48.7,16:30,14:17,26,34,-4.6,231,56.7
218,Cody Eakin\eakinco01,26,VEG,C,79,891,986,47.5,-4.8,661,739,47.2,-5.1,7.2,91.1,98.4,49.4,50.6,14:29,12:09,60,30,-3.2,193,54.4
219,Patrick Eaves\eavespa01,33,ANA,RW,2,16,36,30.8,-9.7,13,20,39.4,-1.7,12.5,92.3,104.8,46.7,53.3,16:28,13:05,0,0,-0.2,8,37.5
220,Jordan Eberle\eberljo01,27,NYI,RW,80,1273,1061,54.5,9.9,949,796,54.4,10.8,9.9,89.7,99.6,52.2,47.8,16:01,14:01,37,38,12.5,285,63.5
221,Alexander Edler\edleral01,31,VAN,D,69,1171,1313,47.1,-0.5,867,947,47.8,0.7,8.0,90.5,98.5,46.3,53.7,24:16,18:45,30,55,-6.6,350,48.9
222,Joel Edmundson\edmunjo01,24,STL,D,67,1241,1154,51.8,-0.7,933,833,52.8,-1.0,8.3,90.7,99.0,49.1,50.9,20:43,18:10,17,27,-1.4,260,46.2
223,Nikolaj Ehlers\ehlerni01,21,WPG,LW,81,1230,1064,53.6,3.7,921,789,53.9,3.5,9.7,91.7,101.4,53.0,47.0,16:06,14:04,37,58,2.1,420,54.5
224,Jack Eichel\eicheja01,21,BUF,C,65,973,982,49.8,2.9,753,772,49.4,2.6,9.0,88.0,97.0,61.1,38.9,20:07,15:39,36,59,-0.3,418,56.7
225,Victor Ejdsell\ejdsevi01,22,CHI,C,4,40,50,44.4,-2.0,28,36,43.8,-4.7,12.0,90.0,102.0,68.8,31.3,14:17,13:08,2,0,-0.5,9,44.4
226,Aaron Ekblad\ekblaaa01,21,FLA,D,80,1542,1582,49.4,-0.5,1217,1246,49.4,-1.5,9.3,91.3,100.6,42.6,57.4,23:24,18:53,39,98,-7.7,393,47.1
227,Mattias Ekholm\ekholma01,27,NSH,D,80,1597,1360,54.0,4.6,1174,1029,53.3,3.3,9.3,92.3,101.6,46.7,53.3,23:38,18:49,38,69,-1.3,285,47.4
228,Oliver Ekman-Larsson\ekmanol01,26,ARI,D,81,1524,1446,51.3,4.9,1100,1127,49.4,4.0,8.0,88.8,96.8,47.6,52.4,23:38,18:49,29,52,-1.4,399,49.6
229,Remi Elie\eliere01,22,DAL,LW,71,655,612,51.7,-0.2,455,439,50.9,-1.6,7.7,93.7,101.4,47.0,53.0,10:12,9:57,20,25,0.2,130,53.1
230,Lars Eller\ellerla01,28,WSH,C,80,934,996,48.4,0.5,658,750,46.7,-0.9,9.7,90.2,99.8,47.5,52.5,15:18,12:18,38,46,-6.5,299,53.8
231,Ryan Ellis\ellisry01,27,NSH,D,43,904,744,54.9,4.0,651,535,54.9,3.9,10.5,93.3,103.8,54.5,45.5,23:26,18:30,33,32,3.9,220,50.0
232,Alexei Emelin\emelial01,31,NSH,D,75,965,1120,46.3,-7.0,736,823,47.2,-6.2,7.7,94.6,102.2,43.6,56.4,16:54,15:13,20,39,-5.1,134,43.3
233,Deryk Engelland\engelde01,35,VEG,D,78,1262,1363,48.1,-4.7,954,1012,48.5,-4.1,9.1,91.3,100.5,48.1,51.9,20:15,16:57,25,53,-3.3,216,49.5
234,Tyler Ennis\ennisty01,28,MIN,LW,72,697,790,46.9,-0.1,528,585,47.4,-0.7,7.1,92.9,100.0,50.7,49.3,11:58,11:23,29,11,4.3,200,57.0
235,Toby Enstrom\enstrto01,33,WPG,D,43,643,589,52.2,3.7,485,432,52.9,4.3,8.8,93.0,101.8,51.7,48.3,17:02,16:19,3,31,6.2,68,45.6
236,Jonathan Ericsson\ericsjo01,33,DET,D,80,1169,1291,47.5,-2.0,936,982,48.8,-1.0,7.9,91.7,99.6,39.0,61.0,19:19,16:35,13,69,-10.6,151,57.0
237,Loui Eriksson\erikslo01,32,VAN,LW,50,584,595,49.5,2.9,439,463,48.7,1.9,7.3,92.9,100.2,46.9,53.1,16:16,12:35,25,9,0.5,148,68.2
238,Joel Eriksson Ek\eriksjo02,21,MIN,LW,74,744,806,48.0,0.9,567,571,49.8,2.0,6.3,93.5,99.8,51.5,48.5,12:45,11:35,17,9,6.2,188,64.9
239,Adam Erne\ernead01,22,TBL,LW,23,202,180,52.9,1.1,155,130,54.4,3.7,8.0,90.0,98.0,54.7,45.3,10:07,9:60,4,4,1.5,49,59.2
240,Radek Faksa\faksara01,24,DAL,C,77,919,896,50.6,-1.4,670,629,51.6,-0.4,10.2,93.5,103.7,33.3,66.7,15:13,13:01,37,15,1.1,186,62.9
241,Justin Falk\falkju01,29,BUF,D,45,487,662,42.4,-6.3,375,492,43.3,-5.2,4.7,91.2,95.9,41.7,58.3,16:08,14:34,3,12,-6.3,61,59.0
242,Oscar Fantenberg\fanteos01,26,LAK,D,26,252,294,46.2,-4.8,189,223,45.9,-4.4,10.9,92.7,103.6,52.9,47.1,14:07,11:51,2,7,-0.6,73,45.2
243,Hudson Fasching\faschhu01,22,BUF,RW,5,29,40,42.0,-2.7,23,27,46.0,-0.4,0.0,95.2,95.2,50.0,50.0,9:42,7:27,0,0,-1.4,6,16.7
244,Jesper Fast\fastje01,26,NYR,RW,71,788,951,45.3,-0.7,605,722,45.6,-0.7,10.2,89.2,99.4,41.7,58.3,14:53,12:55,22,27,-10.4,134,59.7
245,Justin Faulk\faulkju01,25,CAR,D,76,1584,1261,55.7,1.6,1140,971,54.0,0.6,6.7,88.5,95.2,58.3,41.7,22:16,18:48,63,66,5.6,421,50.1
246,Taylor Fedun\fedunta01,29,BUF,D,7,85,77,52.5,8.4,63,57,52.5,5.8,2.2,95.6,97.7,59.5,40.5,14:41,13:10,0,4,-1.9,20,40.0
247,Eric Fehr\fehrer01,32,TOT,C,18,174,172,50.3,-0.1,128,114,52.9,1.7,15.3,91.1,106.4,43.0,57.0,11:47,10:01,6,4,0.9,39,69.2
248,Micheal Ferland\ferlami01,25,CGY,LW,76,1056,968,52.2,-1.3,786,751,51.1,-2.5,9.6,91.6,101.2,56.4,43.6,15:04,13:07,34,32,3.8,262,53.8
249,Landon Ferraro\ferrala01,26,MIN,C,2,6,10,37.5,-6.3,5,10,33.3,-9.1,20.0,100.0,120.0,50.0,50.0,4:25,4:24,0,0,-0.2,3,100.0
250,Kevin Fiala\fialake01,21,NSH,LW,79,1189,933,56.0,6.7,869,687,55.8,6.5,8.3,94.1,102.5,64.3,35.7,15:08,12:50,42,54,15.7,348,52.6
251,Valtteri Filppula\filppva01,33,PHI,C,80,887,1126,44.1,-7.3,654,818,44.4,-7.1,8.3,91.8,100.1,46.3,53.7,16:29,13:32,36,37,-6.3,124,57.3
252,Giovanni Fiore\fioregi01,21,ANA,LW,1,4,7,36.4,-17.2,4,5,44.4,-6.5,0.0,80.0,80.0,50.0,50.0,7:53,6:30,0,1,-0.5,1,0.0
253,Christian Fischer\fischch01,20,ARI,RW,78,912,951,49.0,1.2,666,721,48.0,1.6,6.8,91.2,98.0,46.3,53.7,13:56,11:41,15,11,0.4,237,64.1
254,Mike Fisher\fishemi01,37,NSH,C,15,102,154,39.8,-13.7,78,107,42.2,-11.9,6.7,92.4,99.1,31.0,69.0,12:18,10:33,7,5,-1.8,20,60.0
255,Haydn Fleury\fleurha01,21,CAR,D,66,1048,985,51.5,-4.3,744,746,49.9,-5.1,7.0,92.8,99.8,60.3,39.7,16:47,15:48,19,33,-8.2,177,48.0
256,Warren Foegele\foegewa01,21,CAR,LW,2,19,12,61.3,7.8,15,9,62.5,9.7,21.4,100.0,121.4,45.5,54.5,11:56,9:53,1,0,0.6,8,75.0
257,Marcus Foligno\foligma01,26,MIN,LW,76,643,691,48.2,1.1,488,491,49.8,1.8,8.7,91.2,99.9,50.4,49.6,10:50,10:34,19,17,1.6,124,62.9
258,Nick Foligno\foligni01,30,CBJ,LW,72,1041,981,51.5,-0.2,790,712,52.6,-0.4,8.4,91.1,99.5,52.1,47.9,18:21,14:44,34,35,2.9,208,65.9
259,Christian Folin\folinch01,26,LAK,D,64,869,890,49.4,-0.9,665,641,50.9,1.0,7.3,92.4,99.7,50.5,49.5,15:36,14:25,8,33,0.7,110,50.0
260,Spencer Foo\foosp01,23,CGY,RW,3,43,29,59.7,8.7,31,23,57.4,4.7,4.2,92.3,96.5,64.5,35.5,15:29,14:06,1,1,1.0,17,82.4
261,Derek Forbort\forbode01,25,LAK,D,78,1249,1269,49.6,-0.3,938,950,49.7,0.0,9.3,92.9,102.2,44.7,55.3,20:47,17:55,19,79,-3.0,194,40.2
262,Alex Formenton\formeal01,18,OTT,LW,1,4,8,33.3,-11.6,3,7,30.0,-26.5,0.0,100.0,100.0,100.0,0.0,4:54,4:54,0,1,-0.1,0,
263,Filip Forsberg\forsbfi01,23,NSH,LW,66,991,884,52.9,2.9,758,680,52.7,2.7,11.1,93.5,104.6,54.2,45.8,17:28,14:02,48,64,0.1,336,51.2
264,Gustav Forsling\forslgu02,21,CHI,D,41,618,641,49.1,-6.8,423,503,45.7,-8.6,8.8,90.8,99.6,50.8,49.2,19:09,15:28,18,38,-4.4,163,50.3
265,Cam Fowler\fowleca01,26,ANA,D,67,1233,1310,48.5,0.3,926,963,49.0,0.7,7.9,92.4,100.3,46.6,53.4,24:51,19:46,27,47,-1.3,275,44.4
266,Cody Franson\fransco01,30,CHI,D,23,398,266,59.9,9.2,305,202,60.2,11.5,4.5,93.1,97.6,65.8,34.2,16:37,14:23,7,21,3.1,104,49.0
267,Tanner Fritz\fritzta01,26,NYI,C,33,348,407,46.1,-1.0,238,292,44.9,-1.2,6.5,93.5,100.1,44.9,55.1,12:34,11:36,4,7,-7.8,48,56.3
268,Martin Frk\frkma01,24,DET,RW,67,506,491,50.8,2.3,376,385,49.4,0.1,7.9,90.0,97.9,57.8,42.2,10:16,8:04,9,19,-2.9,187,52.9
269,Byron Froese\froesby01,26,MTL,C,47,409,489,45.5,-4.7,294,327,47.3,-2.6,7.3,93.7,101.0,46.1,53.9,11:35,10:16,18,10,-1.2,94,51.1
270,Michael Frolik\frolimi01,29,CGY,RW,69,1148,893,56.2,3.4,891,692,56.3,3.6,5.3,89.2,94.6,46.7,53.3,16:57,14:17,41,25,3.0,277,59.9
271,Marian Gaborik\gaborma01,35,TOT,RW,46,531,540,49.6,-0.3,374,420,47.1,-2.5,8.9,93.1,102.0,57.5,42.5,13:58,12:04,13,20,-2.3,166,48.2
272,Sam Gagner\gagnesa01,28,VAN,C,73,855,974,46.7,-1.5,659,745,46.9,-0.9,6.4,91.4,97.8,50.3,49.7,15:05,12:60,16,22,-7.4,264,60.6
273,Alex Galchenyuk\galchal01,23,MTL,LW,81,1088,1127,49.1,-1.8,761,832,47.8,-3.3,5.5,90.8,96.3,55.8,44.2,16:12,13:11,29,55,-5.0,375,56.0
274,Brendan Gallagher\gallabr01,25,MTL,RW,81,1222,1031,54.2,5.3,906,746,54.8,6.5,7.4,89.9,97.3,47.4,52.6,16:06,13:20,42,27,11.4,469,58.0
275,Dylan Gambrell\gambrdy01,21,SJS,C,2,18,22,45.0,-3.9,11,12,47.8,-6.9,0.0,80.0,80.0,72.7,27.3,9:36,9:36,0,0,-0.2,2,50.0
276,Jake Gardiner\gardija01,27,TOR,D,81,1632,1586,50.7,1.0,1193,1222,49.4,0.8,9.2,92.3,101.5,50.3,49.7,22:34,20:01,39,104,10.7,313,41.9
277,Jason Garrison\garrija01,33,VEG,D,8,126,141,47.2,-3.4,87,100,46.5,-3.8,6.8,89.9,96.6,50.6,49.4,19:04,16:34,3,7,-1.0,15,46.7
278,Adam Gaudette\gaudead01,21,VAN,C,4,45,51,46.9,0.6,30,37,44.8,-4.1,4.8,100.0,104.8,39.4,60.6,12:51,12:02,1,3,0.1,14,42.9
279,Frederick Gaudreau\gaudrfr01,24,NSH,C,20,156,179,46.6,-3.6,109,138,44.1,-6.4,9.0,93.3,102.2,41.0,59.0,9:10,9:02,5,2,-2.8,32,43.8
280,Johnny Gaudreau\gaudrjo01,24,CGY,LW,79,1415,1180,54.5,2.0,1052,926,53.2,0.5,10.0,89.9,99.9,59.5,40.5,19:29,15:55,42,98,12.1,404,55.4
281,Brendan Gaunce\gauncbr01,23,VAN,LW,37,342,402,46.0,-1.2,266,292,47.7,1.4,6.3,94.3,100.6,14.9,85.1,13:19,11:26,16,16,-2.3,96,57.3
282,Frederik Gauthier\gauthfr01,22,TOR,C,9,50,81,38.2,-16.2,36,66,35.3,-16.5,3.4,87.8,91.2,30.0,70.0,8:45,7:18,3,5,-1.8,16,75.0
283,Nathan Gerbe\gerbena01,30,CBJ,LW,2,12,14,46.2,-4.2,6,11,35.3,-16.2,0.0,83.3,83.3,66.7,33.3,8:36,8:36,0,0,-0.2,1,100.0
284,Shane Gersich\gersish01,21,WSH,LW,2,25,17,59.5,13.8,19,10,65.5,19.4,0.0,85.7,85.7,46.2,53.8,9:28,9:28,3,0,1.3,6,66.7
285,Ryan Getzlaf\getzlry01,32,ANA,C,54,956,849,53.0,4.3,698,622,52.9,4.0,12.3,90.7,102.9,50.0,50.0,21:25,17:25,45,63,6.6,237,48.9
286,Brian Gibbons\gibbobr02,29,NJD,LW,58,548,686,44.4,-3.9,421,506,45.4,-3.6,9.6,93.2,102.7,40.0,60.0,14:21,11:24,35,10,-0.1,105,66.7
287,John Gilmour\gilmojo01,24,NYR,D,27,432,440,49.5,5.1,335,343,49.4,5.7,7.2,89.8,97.0,57.3,42.7,17:10,15:33,11,27,-3.2,126,47.6
288,Brian Gionta\giontbr01,39,BOS,RW,18,189,172,52.4,-0.7,139,123,53.1,-1.0,2.8,96.6,99.3,50.0,50.0,13:32,11:03,5,1,1.6,51,72.5
289,Mark Giordano\giordma01,34,CGY,D,81,1794,1344,57.2,6.2,1353,1039,56.6,5.7,7.4,90.3,97.7,53.5,46.5,24:51,18:31,49,46,12.9,435,49.0
290,Samuel Girard\girarsa01,19,TOT,D,72,982,1075,47.7,-0.2,700,805,46.5,-1.3,8.0,91.5,99.5,54.6,45.4,17:37,15:20,13,30,-5.6,169,48.5
291,Dan Girardi\girarda01,33,TBL,D,75,1056,1098,49.0,-3.8,809,796,50.4,-1.6,9.5,93.3,102.7,48.4,51.6,17:21,14:45,14,27,-0.4,166,54.2
